3.0000e+00 1.8277e-02 3.4406e-02 6.2505e-02 7.2510e-03 3.8000e-04 0.0000e+00 0.0000e+00
3.0000e+00 1.8277e-02 3.4406e-02 6.2505e-02 7.2510e-03 3.8000e-04 0.0000e+00 0.0000e+00
4.0000e+00 1.6232e-02 4.0450e-02 6.4498e-02 6.9370e-03 4.1200e-04 0.0000e+00 0.0000e+00
5.0000e+00 1.5280e-02 3.0878e-02 5.2084e-02 6.4560e-03 4.4200e-04 0.0000e+00 0.0000e+00
6.0000e+00 2.3655e-02 2.7766e-02 5.2069e-02 1.0491e-02 4.6800e-04 0.0000e+00 0.0000e+00
7.0000e+00 1.8899e-02 2.5580e-02 5.1851e-02 6.8270e-03 5.0900e-04 0.0000e+00 0.0000e+00
8.0000e+00 1.5660e-02 2.8172e-02 5.4081e-02 6.6250e-03 4.7500e-04 0.0000e+00 0.0000e+00
9.0000e+00 2.1186e-02 2.7636e-02 5.2674e-02 6.7700e-03 4.6900e-04 0.0000e+00 0.0000e+00
1.0000e+01 1.8871e-02 2.5542e-02 5.0141e-02 7.4760e-03 4.6800e-04 0.0000e+00 0.0000e+00
1.1000e+01 2.6590e-02 2.8988e-02 5.3843e-02 1.1745e-02 4.5100e-04 0.0000e+00 0.0000e+00
1.2000e+01 1.9262e-02 2.7440e-02 5.2898e-02 1.0088e-02 4.6900e-04 0.0000e+00 0.0000e+00
1.3000e+01 2.0019e-02 2.7707e-02 5.2587e-02 8.2380e-03 4.7100e-04 0.0000e+00 0.0000e+00
