1.0000e+02 2.3882e-01 6.1600e-04
1.0000e+02 2.3882e-01 6.1600e-04
1.1000e+02 3.2643e-01 5.2300e-04
1.2000e+02 3.1276e-01 5.4100e-04
1.3000e+02 6.5973e-01 6.4200e-04
1.4000e+02 7.3717e-01 6.8400e-04
1.5000e+02 9.3468e-01 6.3100e-04
1.6000e+02 9.4007e-01 7.3000e-04
1.7000e+02 1.2334e+00 7.7300e-04
1.8000e+02 1.1648e+00 8.1600e-04
1.9000e+02 1.3239e+00 8.1800e-04
2.0000e+02 1.5258e+00 1.5100e-03
2.1000e+02 1.6979e+00 1.1950e-03
2.2000e+02 1.8073e+00 1.0430e-03
2.3000e+02 2.0594e+00 9.9200e-04
2.4000e+02 2.3789e+00 1.5610e-03
2.5000e+02 2.8208e+00 1.6370e-03
2.6000e+02 3.1469e+00 1.4510e-03
2.7000e+02 3.5522e+00 3.3850e-03
2.8000e+02 3.5197e+00 1.6870e-03
2.9000e+02 3.8599e+00 2.1160e-03
3.0000e+02 4.1501e+00 2.7440e-03
3.1000e+02 3.9922e+00 2.5080e-03
3.2000e+02 4.9076e+00 2.4900e-03
3.3000e+02 4.6565e+00 3.6430e-03
3.4000e+02 5.3299e+00 3.1120e-03
3.5000e+02 5.4790e+00 3.4360e-03
3.6000e+02 5.6002e+00 3.2530e-03
3.7000e+02 6.7047e+00 3.5580e-03
3.8000e+02 7.4327e+00 3.7260e-03
3.9000e+02 7.6326e+00 3.8950e-03
4.0000e+02 8.0920e+00 3.9610e-03
4.1000e+02 9.2550e+00 5.3280e-03
4.2000e+02 8.4166e+00 6.0750e-03
4.3000e+02 9.3213e+00 5.3940e-03
4.4000e+02 9.0567e+00 4.9270e-03
4.5000e+02 1.2113e+01 5.2820e-03
4.6000e+02 1.8315e+01 5.4890e-03
4.7000e+02 1.2084e+01 5.6380e-03
4.8000e+02 1.1990e+01 6.2140e-03
4.9000e+02 1.3821e+01 6.7210e-03
5.0000e+02 1.4300e+01 6.5080e-03
5.1000e+02 1.5422e+01 6.7610e-03
5.2000e+02 1.4183e+01 8.5040e-03
5.3000e+02 1.6491e+01 7.6310e-03
5.4000e+02 1.4494e+01 7.6370e-03
5.5000e+02 1.9734e+01 8.1210e-03
5.6000e+02 1.8712e+01 8.9190e-03
