3.0000e+00 2.7863e-02 5.4000e-05 4.0700e-04
3.0000e+00 2.7863e-02 5.4000e-05 4.0700e-04
4.0000e+00 2.9422e-02 6.6000e-05 5.1900e-04
5.0000e+00 3.6305e-02 1.0000e-04 5.5600e-04
6.0000e+00 2.8733e-02 6.7000e-05 5.1500e-04
7.0000e+00 2.9318e-02 7.0000e-05 5.1900e-04
8.0000e+00 2.4923e-02 6.7000e-05 5.1900e-04
9.0000e+00 3.3627e-02 7.0000e-05 5.1900e-04
1.0000e+01 2.6691e-02 6.2000e-05 5.1200e-04
1.1000e+01 2.8800e-02 6.9000e-05 5.2200e-04
1.2000e+01 3.1948e-02 6.8000e-05 5.2400e-04
1.3000e+01 2.8740e-02 6.9000e-05 5.2400e-04
1.4000e+01 2.9415e-02 6.8000e-05 5.7800e-04
1.5000e+01 2.7300e-02 7.0000e-05 5.2300e-04
1.6000e+01 3.0851e-02 7.0000e-05 5.2200e-04
1.7000e+01 2.8363e-02 7.0000e-05 5.2600e-04
1.8000e+01 3.3023e-02 7.1000e-05 5.2300e-04
1.9000e+01 2.8591e-02 7.0000e-05 5.3100e-04
2.0000e+01 3.1237e-02 7.6000e-05 5.6300e-04
2.1000e+01 2.9207e-02 6.4000e-05 5.2400e-04
2.2000e+01 3.0693e-02 7.0000e-05 5.5100e-04
2.3000e+01 2.9953e-02 7.5000e-05 5.3700e-04
2.4000e+01 3.0061e-02 9.1000e-05 5.4800e-04
2.5000e+01 3.1851e-02 7.3000e-05 5.3600e-04
2.6000e+01 2.8901e-02 7.3000e-05 5.3700e-04
2.7000e+01 3.0680e-02 7.5000e-05 5.3600e-04
2.8000e+01 3.0491e-02 8.3000e-05 5.7100e-04
2.9000e+01 3.0228e-02 7.5000e-05 5.2300e-04
3.0000e+01 2.8210e-02 1.1200e-04 5.9200e-04
3.1000e+01 3.2101e-02 7.7000e-05 6.3300e-04
3.2000e+01 2.7742e-02 7.6000e-05 5.3400e-04
3.3000e+01 2.8809e-02 7.9000e-05 5.3700e-04
3.4000e+01 2.6628e-02 8.6000e-05 5.8200e-04
3.5000e+01 2.8853e-02 1.4100e-04 6.5700e-04
3.6000e+01 3.1636e-02 8.0000e-05 5.9400e-04
3.7000e+01 2.9808e-02 8.3000e-05 5.4700e-04
3.8000e+01 3.1319e-02 8.1000e-05 5.3500e-04
