3.0000e+00 1.5350e-02 3.2730e-02 5.7535e-02 7.1240e-03 3.8800e-04 0.0000e+00 0.0000e+00
3.0000e+00 1.5350e-02 3.2730e-02 5.7535e-02 7.1240e-03 3.8800e-04 0.0000e+00 0.0000e+00
4.0000e+00 1.7313e-02 3.3303e-02 5.8295e-02 1.0302e-02 4.6700e-04 0.0000e+00 0.0000e+00
5.0000e+00 1.5092e-02 2.8165e-02 5.1677e-02 6.6830e-03 4.6500e-04 0.0000e+00 0.0000e+00
6.0000e+00 1.6272e-02 3.1448e-02 5.9339e-02 6.5900e-03 4.5700e-04 0.0000e+00 0.0000e+00
7.0000e+00 1.4368e-02 2.8310e-02 5.5234e-02 7.7310e-03 5.0200e-04 0.0000e+00 0.0000e+00
8.0000e+00 1.5186e-02 2.7795e-02 5.4499e-02 6.7460e-03 4.6200e-04 0.0000e+00 0.0000e+00
9.0000e+00 1.7847e-02 3.1088e-02 5.5251e-02 1.1421e-02 4.8000e-04 0.0000e+00 0.0000e+00
1.0000e+01 1.5673e-02 2.4916e-02 5.2888e-02 8.3050e-03 4.7000e-04 0.0000e+00 0.0000e+00
1.1000e+01 1.8008e-02 2.6895e-02 5.4126e-02 7.5040e-03 5.4400e-04 0.0000e+00 0.0000e+00
1.2000e+01 1.7542e-02 3.2740e-02 6.1196e-02 9.9380e-03 8.0600e-04 0.0000e+00 0.0000e+00
1.3000e+01 1.7353e-02 2.7373e-02 6.7640e-02 1.1386e-02 5.2600e-04 0.0000e+00 0.0000e+00
1.4000e+01 2.4236e-02 2.3845e-02 5.2100e-02 1.0277e-02 4.7500e-04 0.0000e+00 0.0000e+00
1.5000e+01 1.8261e-02 2.4691e-02 5.5536e-02 1.0839e-02 4.8000e-04 0.0000e+00 0.0000e+00
1.6000e+01 2.0509e-02 2.9973e-02 5.9708e-02 9.3170e-03 4.9500e-04 0.0000e+00 0.0000e+00
1.7000e+01 2.1962e-02 3.1161e-02 6.3080e-02 1.1186e-02 4.9100e-04 0.0000e+00 0.0000e+00
1.8000e+01 2.6249e-02 2.7097e-02 5.8102e-02 1.7787e-02 1.0430e-03 0.0000e+00 0.0000e+00
1.9000e+01 2.8835e-02 2.3606e-02 5.3399e-02 9.5230e-03 4.9100e-04 0.0000e+00 0.0000e+00
2.0000e+01 2.3738e-02 2.4581e-02 5.9235e-02 1.0006e-02 5.1300e-04 0.0000e+00 0.0000e+00
2.1000e+01 2.3167e-02 2.3953e-02 5.7040e-02 1.0473e-02 5.1500e-04 0.0000e+00 0.0000e+00
2.2000e+01 3.0654e-02 2.8888e-02 6.5539e-02 1.7964e-02 5.0400e-04 0.0000e+00 0.0000e+00
2.3000e+01 2.5831e-02 3.0387e-02 6.0547e-02 1.1508e-02 5.0900e-04 0.0000e+00 0.0000e+00
2.4000e+01 2.8137e-02 3.0197e-02 6.8772e-02 1.0458e-02 4.9000e-04 0.0000e+00 0.0000e+00
2.5000e+01 3.0014e-02 2.7675e-02 6.4725e-02 1.1717e-02 1.0630e-03 0.0000e+00 0.0000e+00
2.6000e+01 3.3093e-02 2.4686e-02 5.7770e-02 1.5765e-02 4.9200e-04 0.0000e+00 0.0000e+00
2.7000e+01 2.9063e-02 2.4669e-02 5.9466e-02 1.3329e-02 4.8800e-04 0.0000e+00 0.0000e+00
2.8000e+01 2.7190e-02 2.7997e-02 6.1274e-02 1.2902e-02 5.2600e-04 0.0000e+00 0.0000e+00
