3.0000e+00 1.4484e-02 2.5372e-02 5.1154e-02 1.3478e-01 6.3410e-03 3.7600e-04 0.0000e+00 0.0000e+00
3.0000e+00 1.4484e-02 2.5372e-02 5.1154e-02 1.3478e-01 6.3410e-03 3.7600e-04 0.0000e+00 0.0000e+00
4.0000e+00 1.5562e-02 2.8217e-02 6.3065e-02 1.3583e-01 7.0200e-03 4.1000e-04 0.0000e+00 0.0000e+00
5.0000e+00 2.2592e-02 2.8887e-02 5.0396e-02 1.4372e-01 6.2650e-03 4.5400e-04 0.0000e+00 0.0000e+00
6.0000e+00 1.5570e-02 3.1099e-02 5.7359e-02 1.5726e-01 8.8750e-03 4.6100e-04 0.0000e+00 0.0000e+00
7.0000e+00 1.8565e-02 2.8768e-02 5.4874e-02 1.4222e-01 6.6810e-03 5.4100e-04 0.0000e+00 0.0000e+00
8.0000e+00 1.6267e-02 2.9039e-02 5.5221e-02 1.4297e-01 9.6460e-03 4.6700e-04 0.0000e+00 0.0000e+00
9.0000e+00 2.3820e-02 2.6890e-02 5.3836e-02 1.5492e-01 1.5942e-02 4.6500e-04 0.0000e+00 0.0000e+00
1.0000e+01 1.8179e-02 2.7959e-02 5.1880e-02 1.6717e-01 9.6900e-03 4.5700e-04 0.0000e+00 0.0000e+00
1.1000e+01 2.1155e-02 3.0313e-02 5.8141e-02 1.5126e-01 7.1690e-03 4.7500e-04 0.0000e+00 0.0000e+00
1.2000e+01 1.6785e-02 2.9015e-02 5.9402e-02 1.4668e-01 8.1620e-03 5.2000e-04 0.0000e+00 0.0000e+00
1.3000e+01 2.8788e-02 2.7865e-02 5.6458e-02 1.5951e-01 1.3929e-02 7.7300e-04 0.0000e+00 0.0000e+00
1.4000e+01 1.8456e-02 2.5715e-02 5.6191e-02 1.7374e-01 7.8870e-03 4.6400e-04 0.0000e+00 0.0000e+00
1.5000e+01 2.1517e-02 2.7378e-02 5.6902e-02 1.5632e-01 9.2270e-03 4.7200e-04 0.0000e+00 0.0000e+00
1.6000e+01 2.2235e-02 3.0001e-02 6.6162e-02 1.5938e-01 9.2990e-03 4.9200e-04 0.0000e+00 0.0000e+00
1.7000e+01 2.2042e-02 2.9598e-02 6.0699e-02 1.9051e-01 1.1906e-02 5.4100e-04 0.0000e+00 0.0000e+00
1.8000e+01 2.1716e-02 3.2867e-02 7.7593e-02 1.7044e-01 1.0593e-02 8.7900e-04 0.0000e+00 0.0000e+00
1.9000e+01 2.4322e-02 2.7856e-02 5.9816e-02 1.7172e-01 1.2075e-02 7.9200e-04 0.0000e+00 0.0000e+00
2.0000e+01 3.2120e-02 3.0068e-02 6.4262e-02 1.7078e-01 1.4351e-02 5.9600e-04 0.0000e+00 0.0000e+00
2.1000e+01 3.0616e-02 2.9770e-02 6.4506e-02 1.8579e-01 1.2162e-02 4.9300e-04 0.0000e+00 0.0000e+00
2.2000e+01 3.6761e-02 2.7464e-02 6.3462e-02 1.9772e-01 1.3822e-02 4.9100e-04 0.0000e+00 0.0000e+00
2.3000e+01 2.9931e-02 2.7248e-02 6.7034e-02 1.9349e-01 1.6701e-02 5.2300e-04 0.0000e+00 0.0000e+00
