3.0000e+00 0.0000e+00 3.4708e-02 9.2200e-04
3.0000e+00 0.0000e+00 3.4708e-02 9.2200e-04
4.0000e+00 0.0000e+00 3.8445e-02 6.3800e-04
5.0000e+00 0.0000e+00 3.8031e-02 6.4500e-04
6.0000e+00 0.0000e+00 4.1563e-02 1.0310e-03
7.0000e+00 0.0000e+00 4.1700e-02 5.7800e-04
8.0000e+00 0.0000e+00 4.4365e-02 1.1140e-03
9.0000e+00 0.0000e+00 5.0754e-02 9.9800e-04
1.0000e+01 0.0000e+00 5.2677e-02 5.6000e-04
1.1000e+01 0.0000e+00 4.9274e-02 9.0300e-04
1.2000e+01 0.0000e+00 5.3105e-02 8.0200e-04
1.3000e+01 0.0000e+00 5.9320e-02 6.5400e-04
1.4000e+01 0.0000e+00 4.9407e-02 6.6000e-04
1.5000e+01 0.0000e+00 5.7296e-02 1.7650e-03
1.6000e+01 0.0000e+00 6.0152e-02 6.4200e-04
1.7000e+01 0.0000e+00 6.1003e-02 6.4200e-04
1.8000e+01 0.0000e+00 6.9530e-02 1.1040e-03
1.9000e+01 0.0000e+00 6.9700e-02 7.6000e-04
2.0000e+01 0.0000e+00 7.0009e-02 1.0850e-03
2.1000e+01 0.0000e+00 8.5258e-02 1.0710e-03
2.2000e+01 0.0000e+00 7.6542e-02 6.4200e-04
2.3000e+01 0.0000e+00 6.7449e-02 6.4000e-04
2.4000e+01 0.0000e+00 7.6089e-02 7.6600e-04
2.5000e+01 0.0000e+00 7.7731e-02 1.0830e-03
2.6000e+01 0.0000e+00 7.3929e-02 6.7000e-04
2.7000e+01 0.0000e+00 7.9172e-02 6.5900e-04
2.8000e+01 0.0000e+00 7.8521e-02 6.3800e-04
2.9000e+01 0.0000e+00 8.2838e-02 1.0440e-03
3.0000e+01 0.0000e+00 8.5394e-02 1.2560e-03
3.1000e+01 0.0000e+00 9.3789e-02 6.2700e-04
3.2000e+01 0.0000e+00 9.4317e-02 1.1950e-03
3.3000e+01 0.0000e+00 9.2238e-02 1.0890e-03
3.4000e+01 0.0000e+00 9.9441e-02 1.0740e-03
3.5000e+01 0.0000e+00 9.3657e-02 1.0950e-03
3.6000e+01 0.0000e+00 9.7360e-02 6.4000e-04
3.7000e+01 0.0000e+00 1.0272e-01 1.0950e-03
3.8000e+01 0.0000e+00 1.0643e-01 6.6300e-04
3.9000e+01 0.0000e+00 1.1688e-01 1.1150e-03
4.0000e+01 0.0000e+00 1.0571e-01 6.7400e-04
4.1000e+01 0.0000e+00 1.1309e-01 1.1220e-03
4.2000e+01 0.0000e+00 1.1935e-01 6.4400e-04
4.3000e+01 0.0000e+00 1.1665e-01 6.4400e-04
4.4000e+01 0.0000e+00 1.1610e-01 1.1670e-03
4.5000e+01 0.0000e+00 1.1829e-01 1.1890e-03
4.6000e+01 0.0000e+00 1.2724e-01 1.1410e-03
4.7000e+01 0.0000e+00 1.2819e-01 6.5800e-04
4.8000e+01 0.0000e+00 1.2630e-01 6.6000e-04
4.9000e+01 0.0000e+00 1.2515e-01 1.1490e-03
5.0000e+01 0.0000e+00 1.3596e-01 1.1370e-03
5.1000e+01 0.0000e+00 1.4611e-01 8.1100e-04
5.2000e+01 0.0000e+00 1.4775e-01 6.8700e-04
5.3000e+01 0.0000e+00 1.4968e-01 1.1520e-03
5.4000e+01 0.0000e+00 1.5380e-01 9.6200e-04
5.5000e+01 0.0000e+00 1.5078e-01 6.6800e-04
5.6000e+01 0.0000e+00 1.4614e-01 6.4900e-04
5.7000e+01 0.0000e+00 1.5874e-01 1.0430e-03
5.8000e+01 0.0000e+00 1.6656e-01 7.0100e-04
5.9000e+01 0.0000e+00 1.5962e-01 7.0500e-04
6.0000e+01 0.0000e+00 1.6372e-01 1.1170e-03
6.1000e+01 0.0000e+00 1.6568e-01 8.6900e-04
6.2000e+01 0.0000e+00 1.8673e-01 8.5500e-04
6.3000e+01 0.0000e+00 1.8878e-01 1.0640e-03
6.4000e+01 0.0000e+00 1.8265e-01 6.0700e-04
6.5000e+01 0.0000e+00 1.8625e-01 8.0000e-04
6.6000e+01 0.0000e+00 2.2429e-01 1.3280e-03
6.7000e+01 0.0000e+00 1.9664e-01 1.4660e-03
6.8000e+01 0.0000e+00 2.0216e-01 7.6800e-04
6.9000e+01 0.0000e+00 1.9928e-01 1.3210e-03
7.0000e+01 0.0000e+00 2.0566e-01 7.2700e-04
7.1000e+01 0.0000e+00 2.1644e-01 1.3340e-03
7.2000e+01 0.0000e+00 2.2490e-01 7.7500e-04
7.3000e+01 0.0000e+00 2.1474e-01 8.0600e-04
7.4000e+01 0.0000e+00 2.4888e-01 8.0600e-04
7.5000e+01 0.0000e+00 2.5163e-01 9.8600e-04
7.6000e+01 0.0000e+00 2.4159e-01 9.6900e-04
7.7000e+01 0.0000e+00 2.5428e-01 8.0100e-04
7.8000e+01 0.0000e+00 2.4765e-01 1.0000e-03
7.9000e+01 0.0000e+00 2.4391e-01 8.0900e-04
8.0000e+01 0.0000e+00 2.3804e-01 7.2800e-04
8.1000e+01 0.0000e+00 2.9504e-01 1.1940e-03
8.2000e+01 0.0000e+00 2.7401e-01 9.4100e-04
8.3000e+01 0.0000e+00 2.8597e-01 7.3700e-04
8.4000e+01 0.0000e+00 2.8204e-01 8.2300e-04
8.5000e+01 0.0000e+00 2.9140e-01 7.5200e-04
8.6000e+01 0.0000e+00 2.7900e-01 6.5800e-04
8.7000e+01 0.0000e+00 2.9090e-01 7.6500e-04
8.8000e+01 0.0000e+00 3.0724e-01 6.5400e-04
8.9000e+01 0.0000e+00 3.0982e-01 9.0700e-04
9.0000e+01 0.0000e+00 3.2334e-01 8.1400e-04
9.1000e+01 0.0000e+00 3.1988e-01 1.2410e-03
9.2000e+01 0.0000e+00 3.1639e-01 9.2900e-04
9.3000e+01 0.0000e+00 3.2769e-01 7.3500e-04
9.4000e+01 0.0000e+00 3.2527e-01 8.0700e-04
9.5000e+01 0.0000e+00 3.4855e-01 1.4560e-03
9.6000e+01 0.0000e+00 3.7289e-01 1.1700e-03
9.7000e+01 0.0000e+00 4.0662e-01 1.1300e-03
9.8000e+01 0.0000e+00 3.8358e-01 7.7100e-04
9.9000e+01 0.0000e+00 3.7731e-01 8.4900e-04
1.0000e+02 0.0000e+00 3.5496e-01 8.1000e-04
1.0100e+02 0.0000e+00 4.0164e-01 1.4050e-03
1.0200e+02 0.0000e+00 3.8940e-01 1.2620e-03
1.0300e+02 0.0000e+00 4.4262e-01 7.5700e-04
1.0400e+02 0.0000e+00 4.6990e-01 1.0400e-03
1.0500e+02 0.0000e+00 4.2426e-01 1.1940e-03
1.0600e+02 0.0000e+00 4.1571e-01 8.1100e-04
1.0700e+02 0.0000e+00 4.3119e-01 7.3200e-04
1.0800e+02 0.0000e+00 5.4781e-01 1.4170e-03
1.0900e+02 0.0000e+00 5.2961e-01 1.1790e-03
1.1000e+02 0.0000e+00 4.5012e-01 7.9300e-04
1.1100e+02 0.0000e+00 4.9243e-01 1.4200e-03
1.1200e+02 0.0000e+00 4.6734e-01 1.3100e-03
1.1300e+02 0.0000e+00 4.8049e-01 9.7400e-04
1.1400e+02 0.0000e+00 4.7666e-01 1.0590e-03
1.1500e+02 0.0000e+00 5.5794e-01 1.2620e-03
1.1600e+02 0.0000e+00 4.9418e-01 1.3030e-03
1.1700e+02 0.0000e+00 5.0542e-01 7.7800e-04
1.1800e+02 0.0000e+00 5.3186e-01 1.2330e-03
1.1900e+02 0.0000e+00 5.3406e-01 8.3400e-04
1.2000e+02 0.0000e+00 5.1731e-01 8.2700e-04
1.2100e+02 0.0000e+00 5.3943e-01 1.3840e-03
1.2200e+02 0.0000e+00 5.5514e-01 7.5800e-04
1.2300e+02 0.0000e+00 5.6216e-01 7.8100e-04
1.2400e+02 0.0000e+00 5.6781e-01 7.8600e-04
1.2500e+02 0.0000e+00 5.7908e-01 9.4800e-04
1.2600e+02 0.0000e+00 5.9806e-01 1.3710e-03
1.2700e+02 0.0000e+00 6.2027e-01 8.4900e-04
1.2800e+02 0.0000e+00 1.0643e+00 1.3470e-03
1.2900e+02 0.0000e+00 1.1253e+00 8.2800e-04
1.3000e+02 0.0000e+00 1.1576e+00 8.1100e-04
1.3100e+02 0.0000e+00 1.2055e+00 7.9200e-04
1.3200e+02 0.0000e+00 1.2081e+00 9.5900e-04
1.3300e+02 0.0000e+00 1.2805e+00 9.7500e-04
1.3400e+02 0.0000e+00 1.3092e+00 1.0280e-03
