3.0000e+00 7.6940e-03 7.2200e-04
3.0000e+00 7.6940e-03 7.2200e-04
4.0000e+00 9.4310e-03 4.3100e-04
5.0000e+00 7.4860e-03 5.0200e-04
6.0000e+00 8.5660e-03 6.1400e-04
7.0000e+00 7.1260e-03 5.8500e-04
8.0000e+00 9.8900e-03 1.2390e-03
9.0000e+00 9.5470e-03 5.1200e-04
1.0000e+01 7.3980e-03 5.4100e-04
1.1000e+01 8.0070e-03 6.2600e-04
1.2000e+01 9.2090e-03 5.5300e-04
1.3000e+01 1.0013e-02 1.3230e-03
1.4000e+01 9.9350e-03 5.6500e-04
1.5000e+01 9.2020e-03 6.3000e-04
1.6000e+01 1.1034e-02 5.8800e-04
1.7000e+01 1.2186e-02 6.0300e-04
1.8000e+01 1.2380e-02 8.2900e-04
1.9000e+01 9.9880e-03 5.2800e-04
2.0000e+01 1.2846e-02 5.9500e-04
2.1000e+01 1.3226e-02 9.9100e-04
2.2000e+01 1.1661e-02 5.8400e-04
2.3000e+01 1.4486e-02 5.9400e-04
2.4000e+01 1.1055e-02 1.1360e-03
2.5000e+01 1.1754e-02 6.2900e-04
2.6000e+01 1.4003e-02 5.9800e-04
2.7000e+01 1.3234e-02 6.2900e-04
2.8000e+01 1.5367e-02 6.1100e-04
2.9000e+01 1.3365e-02 6.1200e-04
3.0000e+01 1.6747e-02 6.1000e-04
3.1000e+01 1.4678e-02 6.1600e-04
3.2000e+01 1.3954e-02 6.0100e-04
3.3000e+01 1.8495e-02 6.0700e-04
3.4000e+01 1.7120e-02 6.1700e-04
3.5000e+01 1.7560e-02 5.8900e-04
3.6000e+01 1.7802e-02 6.0400e-04
3.7000e+01 1.8025e-02 9.7900e-04
3.8000e+01 1.6776e-02 6.0500e-04
3.9000e+01 1.9892e-02 6.2500e-04
4.0000e+01 1.7023e-02 6.1800e-04
4.1000e+01 2.0297e-02 6.3000e-04
4.2000e+01 2.0859e-02 6.3300e-04
4.3000e+01 1.9431e-02 6.5600e-04
4.4000e+01 2.1346e-02 6.5600e-04
4.5000e+01 2.0080e-02 6.5600e-04
4.6000e+01 2.1507e-02 6.2600e-04
4.7000e+01 2.2287e-02 6.0100e-04
4.8000e+01 2.4731e-02 6.8000e-04
4.9000e+01 2.1858e-02 6.3000e-04
5.0000e+01 2.8949e-02 6.1900e-04
5.1000e+01 2.6909e-02 6.1700e-04
5.2000e+01 2.5261e-02 6.2400e-04
5.3000e+01 2.9066e-02 6.4500e-04
5.4000e+01 2.9921e-02 6.2500e-04
5.5000e+01 3.0199e-02 6.9700e-04
5.6000e+01 2.6326e-02 6.2700e-04
5.7000e+01 3.0581e-02 6.1900e-04
5.8000e+01 3.1216e-02 6.4400e-04
5.9000e+01 3.1742e-02 6.6100e-04
6.0000e+01 3.0370e-02 6.3500e-04
6.1000e+01 3.2286e-02 6.5100e-04
6.2000e+01 3.4391e-02 5.7300e-04
6.3000e+01 3.6589e-02 6.2600e-04
6.4000e+01 3.3201e-02 7.2700e-04
6.5000e+01 3.8387e-02 7.3600e-04
6.6000e+01 4.1128e-02 7.2100e-04
6.7000e+01 3.7841e-02 7.0000e-04
6.8000e+01 4.1756e-02 6.3900e-04
6.9000e+01 4.1000e-02 7.5100e-04
7.0000e+01 4.2121e-02 7.6600e-04
7.1000e+01 4.8325e-02 7.1700e-04
7.2000e+01 4.1350e-02 1.2550e-03
7.3000e+01 4.8354e-02 7.6000e-04
7.4000e+01 5.1038e-02 7.3000e-04
7.5000e+01 5.2023e-02 1.4460e-03
7.6000e+01 5.2644e-02 1.2550e-03
7.7000e+01 5.6965e-02 7.2900e-04
7.8000e+01 5.4778e-02 6.7500e-04
7.9000e+01 5.8890e-02 7.4900e-04
8.0000e+01 5.5934e-02 6.5400e-04
8.1000e+01 5.5383e-02 6.6700e-04
8.2000e+01 6.4977e-02 9.1300e-04
8.3000e+01 7.0854e-02 8.1800e-04
8.4000e+01 6.8660e-02 6.4700e-04
8.5000e+01 6.1685e-02 7.5600e-04
8.6000e+01 7.0014e-02 6.4400e-04
8.7000e+01 6.9838e-02 7.7800e-04
8.8000e+01 6.4903e-02 6.7200e-04
8.9000e+01 7.3052e-02 1.0000e-03
9.0000e+01 7.1959e-02 7.5600e-04
9.1000e+01 7.5932e-02 6.7800e-04
9.2000e+01 7.1902e-02 7.7500e-04
9.3000e+01 8.6364e-02 1.2350e-03
9.4000e+01 8.1790e-02 7.6200e-04
9.5000e+01 8.3296e-02 7.6700e-04
9.6000e+01 7.8209e-02 7.5000e-04
9.7000e+01 9.1081e-02 7.2500e-04
9.8000e+01 8.6561e-02 6.9700e-04
9.9000e+01 9.6062e-02 7.9300e-04
1.0000e+02 9.7135e-02 1.4900e-03
1.0100e+02 1.0527e-01 8.0500e-04
1.0200e+02 1.0353e-01 7.0300e-04
1.0300e+02 1.0749e-01 7.1000e-04
1.0400e+02 1.0225e-01 7.1100e-04
1.0500e+02 1.0866e-01 7.0900e-04
1.0600e+02 1.1036e-01 8.0200e-04
1.0700e+02 1.2027e-01 7.2100e-04
1.0800e+02 1.1336e-01 8.4100e-04
1.0900e+02 1.2922e-01 8.2800e-04
1.1000e+02 1.2387e-01 8.7900e-04
1.1100e+02 1.2347e-01 7.8400e-04
1.1200e+02 1.2669e-01 7.8100e-04
1.1300e+02 1.2776e-01 8.3100e-04
1.1400e+02 1.3363e-01 8.2500e-04
1.1500e+02 1.4724e-01 7.6400e-04
1.1600e+02 1.3526e-01 1.0890e-03
1.1700e+02 1.4247e-01 7.6600e-04
1.1800e+02 1.3782e-01 7.5800e-04
1.1900e+02 1.4794e-01 7.4900e-04
1.2000e+02 1.4342e-01 7.3400e-04
1.2100e+02 1.4879e-01 7.5400e-04
1.2200e+02 1.5339e-01 7.4100e-04
1.2300e+02 1.7457e-01 7.4900e-04
1.2400e+02 1.6473e-01 7.7100e-04
1.2500e+02 1.7762e-01 8.7000e-04
1.2600e+02 1.7984e-01 1.3130e-03
1.2700e+02 2.0039e-01 7.7200e-04
1.2800e+02 3.4215e-01 8.0000e-04
1.2900e+02 3.8189e-01 8.4500e-04
