3.0000e+00 1.5361e-02 3.5765e-02 6.0298e-02 7.4740e-03 3.8200e-04 0.0000e+00 0.0000e+00
3.0000e+00 1.5361e-02 3.5765e-02 6.0298e-02 7.4740e-03 3.8200e-04 0.0000e+00 0.0000e+00
4.0000e+00 1.5533e-02 3.2994e-02 6.2191e-02 7.4070e-03 4.4300e-04 0.0000e+00 0.0000e+00
5.0000e+00 1.5454e-02 3.0482e-02 5.5883e-02 7.4130e-03 4.9700e-04 0.0000e+00 0.0000e+00
6.0000e+00 2.1796e-02 2.7432e-02 5.5678e-02 8.5780e-03 4.7800e-04 0.0000e+00 0.0000e+00
7.0000e+00 1.4715e-02 2.7728e-02 5.5764e-02 7.4440e-03 5.3800e-04 0.0000e+00 0.0000e+00
8.0000e+00 1.8030e-02 3.0726e-02 5.4786e-02 7.2030e-03 4.7100e-04 0.0000e+00 0.0000e+00
9.0000e+00 1.6736e-02 3.0655e-02 6.1346e-02 1.0220e-02 4.8200e-04 0.0000e+00 0.0000e+00
1.0000e+01 1.7238e-02 2.9530e-02 5.9899e-02 7.1380e-03 5.1900e-04 0.0000e+00 0.0000e+00
1.1000e+01 2.1811e-02 2.6495e-02 5.6425e-02 9.1760e-03 9.9000e-04 0.0000e+00 0.0000e+00
1.2000e+01 2.0257e-02 2.7672e-02 5.6670e-02 8.0060e-03 4.8100e-04 0.0000e+00 0.0000e+00
1.3000e+01 1.8018e-02 2.6914e-02 5.2066e-02 1.0353e-02 8.3500e-04 0.0000e+00 0.0000e+00
1.4000e+01 1.9105e-02 2.9163e-02 5.9490e-02 8.3260e-03 4.6900e-04 0.0000e+00 0.0000e+00
1.5000e+01 2.3336e-02 3.3602e-02 6.3324e-02 2.0080e-02 5.0900e-04 0.0000e+00 0.0000e+00
1.6000e+01 2.2411e-02 2.8775e-02 5.7853e-02 8.9400e-03 4.7400e-04 0.0000e+00 0.0000e+00
1.7000e+01 2.1212e-02 2.7700e-02 6.0792e-02 9.7050e-03 4.8000e-04 0.0000e+00 0.0000e+00
1.8000e+01 2.6354e-02 2.6230e-02 5.8604e-02 1.3028e-02 4.7400e-04 0.0000e+00 0.0000e+00
1.9000e+01 2.3828e-02 2.9211e-02 6.7259e-02 1.2060e-02 5.4400e-04 0.0000e+00 0.0000e+00
2.0000e+01 2.6044e-02 2.9284e-02 6.0679e-02 1.1532e-02 4.7500e-04 0.0000e+00 0.0000e+00
2.1000e+01 2.5063e-02 2.8083e-02 5.7787e-02 1.0833e-02 4.9300e-04 0.0000e+00 0.0000e+00
2.2000e+01 2.3703e-02 2.7532e-02 5.9509e-02 1.1256e-02 4.8300e-04 0.0000e+00 0.0000e+00
2.3000e+01 2.5426e-02 3.3288e-02 6.7871e-02 1.2462e-02 5.6100e-04 0.0000e+00 0.0000e+00
2.4000e+01 2.8362e-02 3.0782e-02 6.5643e-02 1.1107e-02 5.1400e-04 0.0000e+00 0.0000e+00
2.5000e+01 2.6487e-02 2.7982e-02 6.0646e-02 1.2451e-02 5.2400e-04 0.0000e+00 0.0000e+00
2.6000e+01 2.6695e-02 2.7761e-02 6.8236e-02 1.2225e-02 5.3900e-04 0.0000e+00 0.0000e+00
2.7000e+01 3.2746e-02 2.3970e-02 5.9062e-02 1.5415e-02 4.8700e-04 0.0000e+00 0.0000e+00
2.8000e+01 2.7018e-02 3.1752e-02 7.2941e-02 1.3814e-02 5.6200e-04 0.0000e+00 0.0000e+00
2.9000e+01 2.8258e-02 2.8665e-02 6.5305e-02 1.5657e-02 5.4800e-04 0.0000e+00 0.0000e+00
3.0000e+01 3.8961e-02 2.4594e-02 6.2413e-02 1.7537e-02 5.1700e-04 0.0000e+00 0.0000e+00
3.1000e+01 2.7569e-02 3.0140e-02 6.8944e-02 1.3450e-02 5.6900e-04 0.0000e+00 0.0000e+00
3.2000e+01 2.8604e-02 3.3370e-02 7.0396e-02 1.5789e-02 5.5400e-04 0.0000e+00 0.0000e+00
3.3000e+01 5.8995e-02 2.8859e-02 7.0218e-02 1.7731e-02 4.9900e-04 0.0000e+00 0.0000e+00
3.4000e+01 7.2336e-02 2.8035e-02 7.0968e-02 1.5436e-02 5.0200e-04 0.0000e+00 0.0000e+00
3.5000e+01 7.0838e-02 3.1097e-02 9.3098e-02 1.5331e-02 9.9200e-04 0.0000e+00 0.0000e+00
3.6000e+01 8.5057e-02 2.6888e-02 7.4447e-02 1.9786e-02 5.0000e-04 0.0000e+00 0.0000e+00
3.7000e+01 7.2699e-02 3.3538e-02 7.8299e-02 1.7482e-02 4.9900e-04 0.0000e+00 0.0000e+00
3.8000e+01 7.6650e-02 3.6938e-02 8.2134e-02 2.0146e-02 5.0700e-04 0.0000e+00 0.0000e+00
3.9000e+01 7.8247e-02 2.9769e-02 7.4577e-02 2.0013e-02 4.9800e-04 0.0000e+00 0.0000e+00
4.0000e+01 7.1299e-02 3.0154e-02 7.6371e-02 1.7363e-02 5.1300e-04 0.0000e+00 0.0000e+00
4.1000e+01 8.1986e-02 3.2596e-02 7.8361e-02 2.2137e-02 5.0700e-04 0.0000e+00 0.0000e+00
4.2000e+01 8.6087e-02 2.9872e-02 7.9892e-02 1.9301e-02 5.3000e-04 0.0000e+00 0.0000e+00
4.3000e+01 8.8166e-02 3.0666e-02 7.7264e-02 2.2190e-02 5.2400e-04 0.0000e+00 0.0000e+00
4.4000e+01 8.8092e-02 4.8131e-02 9.8293e-02 2.0256e-02 5.1100e-04 0.0000e+00 0.0000e+00
4.5000e+01 8.5853e-02 3.4263e-02 8.5415e-02 2.3544e-02 5.1500e-04 0.0000e+00 0.0000e+00
4.6000e+01 8.7977e-02 2.8650e-02 8.1587e-02 2.3767e-02 5.4500e-04 0.0000e+00 0.0000e+00
4.7000e+01 9.4230e-02 3.7974e-02 9.1266e-02 2.2494e-02 5.1600e-04 0.0000e+00 0.0000e+00
4.8000e+01 8.5336e-02 3.5492e-02 9.4826e-02 2.0839e-02 5.2000e-04 0.0000e+00 0.0000e+00
4.9000e+01 1.2891e-01 2.8884e-02 8.3256e-02 2.3907e-02 5.1900e-04 0.0000e+00 0.0000e+00
5.0000e+01 1.1636e-01 3.4071e-02 8.6102e-02 2.1661e-02 5.1800e-04 0.0000e+00 0.0000e+00
5.1000e+01 1.2398e-01 3.5392e-02 9.1969e-02 2.7617e-02 5.2100e-04 0.0000e+00 0.0000e+00
5.2000e+01 1.0593e-01 3.4291e-02 9.0952e-02 2.3428e-02 5.2100e-04 0.0000e+00 0.0000e+00
5.3000e+01 1.3164e-01 4.2207e-02 1.0114e-01 2.6384e-02 5.3400e-04 0.0000e+00 0.0000e+00
5.4000e+01 1.2116e-01 3.1953e-02 8.5689e-02 2.8774e-02 5.2400e-04 0.0000e+00 0.0000e+00
5.5000e+01 1.3162e-01 3.3553e-02 1.0032e-01 2.6810e-02 5.3100e-04 0.0000e+00 0.0000e+00
5.6000e+01 1.2832e-01 3.2242e-02 1.0127e-01 2.6357e-02 5.2900e-04 0.0000e+00 0.0000e+00
5.7000e+01 1.2849e-01 3.4311e-02 9.4526e-02 2.7709e-02 5.2700e-04 0.0000e+00 0.0000e+00
5.8000e+01 1.2741e-01 3.2927e-02 1.0132e-01 3.0368e-02 5.3200e-04 0.0000e+00 0.0000e+00
5.9000e+01 1.3507e-01 3.1174e-02 9.4372e-02 3.4102e-02 5.3300e-04 0.0000e+00 0.0000e+00
6.0000e+01 1.4152e-01 3.3297e-02 9.2360e-02 3.2271e-02 5.8300e-04 0.0000e+00 0.0000e+00
6.1000e+01 1.3755e-01 4.0344e-02 1.0437e-01 3.5677e-02 5.3000e-04 0.0000e+00 0.0000e+00
6.2000e+01 1.4909e-01 3.2413e-02 1.0917e-01 3.7189e-02 5.6500e-04 0.0000e+00 0.0000e+00
6.3000e+01 1.4889e-01 3.3934e-02 1.0496e-01 3.4015e-02 4.8900e-04 0.0000e+00 0.0000e+00
6.4000e+01 1.4328e-01 4.1915e-02 1.0907e-01 3.7597e-02 5.3300e-04 0.0000e+00 0.0000e+00
6.5000e+01 1.6720e-01 3.4175e-02 1.1620e-01 3.6659e-02 5.4000e-04 0.0000e+00 0.0000e+00
6.6000e+01 1.7724e-01 4.0701e-02 1.1057e-01 4.0215e-02 5.3700e-04 0.0000e+00 0.0000e+00
6.7000e+01 1.8900e-01 3.4569e-02 1.1636e-01 3.9438e-02 5.3800e-04 0.0000e+00 0.0000e+00
6.8000e+01 1.7713e-01 3.6112e-02 1.1992e-01 4.8414e-02 5.3800e-04 0.0000e+00 0.0000e+00
6.9000e+01 2.0983e-01 3.4959e-02 1.1479e-01 3.8462e-02 1.1120e-03 0.0000e+00 0.0000e+00
7.0000e+01 2.0673e-01 3.9351e-02 1.2360e-01 4.1654e-02 5.6600e-04 0.0000e+00 0.0000e+00
7.1000e+01 1.9827e-01 3.8087e-02 1.2760e-01 5.3011e-02 5.4400e-04 0.0000e+00 0.0000e+00
