3.0000e+00 1.0892e-01 1.9788e-01 3.6953e-01 5.2447e-02 4.3700e-04 0.0000e+00 0.0000e+00
3.0000e+00 1.0892e-01 1.9788e-01 3.6953e-01 5.2447e-02 4.3700e-04 0.0000e+00 0.0000e+00
4.0000e+00 1.0966e-01 2.3738e-01 4.0890e-01 5.3109e-02 5.5700e-04 0.0000e+00 0.0000e+00
5.0000e+00 1.0985e-01 2.3803e-01 4.1032e-01 5.4441e-02 5.5800e-04 0.0000e+00 0.0000e+00
6.0000e+00 1.2097e-01 2.0559e-01 3.7578e-01 5.3851e-02 5.6500e-04 0.0000e+00 0.0000e+00
7.0000e+00 1.1143e-01 2.1219e-01 3.8132e-01 5.6461e-02 6.1400e-04 0.0000e+00 0.0000e+00
8.0000e+00 1.1509e-01 2.2133e-01 3.8852e-01 5.4348e-02 5.7300e-04 0.0000e+00 0.0000e+00
9.0000e+00 1.2296e-01 2.1800e-01 4.0096e-01 5.7767e-02 5.6500e-04 0.0000e+00 0.0000e+00
1.0000e+01 1.2980e-01 1.9554e-01 3.7814e-01 5.6500e-02 5.7400e-04 0.0000e+00 0.0000e+00
1.1000e+01 1.3140e-01 1.9793e-01 3.7573e-01 5.7102e-02 5.7800e-04 0.0000e+00 0.0000e+00
1.2000e+01 1.3508e-01 1.7123e-01 3.5398e-01 6.0468e-02 5.7500e-04 0.0000e+00 0.0000e+00
1.3000e+01 1.3360e-01 1.9118e-01 3.7316e-01 6.0597e-02 5.8900e-04 0.0000e+00 0.0000e+00
1.4000e+01 1.4044e-01 1.9282e-01 3.7298e-01 6.2538e-02 5.7800e-04 0.0000e+00 0.0000e+00
1.5000e+01 1.3805e-01 1.8763e-01 3.7082e-01 6.5000e-02 5.9200e-04 0.0000e+00 0.0000e+00
1.6000e+01 1.4298e-01 1.9083e-01 3.7119e-01 6.6245e-02 5.7200e-04 0.0000e+00 0.0000e+00
1.7000e+01 1.4404e-01 1.8126e-01 3.6651e-01 6.7486e-02 5.8500e-04 0.0000e+00 0.0000e+00
