3.0000e+00 0.0000e+00 2.5665e-02 4.0400e-04
3.0000e+00 0.0000e+00 2.5665e-02 4.0400e-04
4.0000e+00 0.0000e+00 2.8601e-02 4.9900e-04
5.0000e+00 0.0000e+00 2.7532e-02 4.5400e-04
6.0000e+00 0.0000e+00 2.8874e-02 5.2900e-04
7.0000e+00 0.0000e+00 3.0230e-02 5.5200e-04
8.0000e+00 0.0000e+00 2.2895e-02 5.2000e-04
9.0000e+00 0.0000e+00 2.2976e-02 5.1900e-04
1.0000e+01 0.0000e+00 3.3585e-02 5.5700e-04
1.1000e+01 0.0000e+00 2.7127e-02 5.1700e-04
1.2000e+01 0.0000e+00 2.7831e-02 5.2400e-04
1.3000e+01 0.0000e+00 2.7726e-02 5.2500e-04
1.4000e+01 0.0000e+00 2.7800e-02 1.3320e-03
1.5000e+01 0.0000e+00 2.6956e-02 5.2900e-04
1.6000e+01 0.0000e+00 3.1900e-02 5.2800e-04
1.7000e+01 0.0000e+00 2.8548e-02 5.3200e-04
1.8000e+01 0.0000e+00 2.6783e-02 9.0700e-04
1.9000e+01 0.0000e+00 2.4196e-02 5.2600e-04
2.0000e+01 0.0000e+00 2.8717e-02 5.3000e-04
2.1000e+01 0.0000e+00 2.8766e-02 5.5000e-04
