2.0000e+00 3.1100e-04
2.0000e+00 1.7300e-04
3.0000e+00 1.3200e-04
4.0000e+00 1.3000e-04
5.0000e+00 1.4400e-04
6.0000e+00 1.3700e-04
7.0000e+00 1.5000e-04
8.0000e+00 1.5100e-04
9.0000e+00 1.5700e-04
1.0000e+01 2.6500e-04
1.1000e+01 2.2100e-04
1.2000e+01 1.8200e-04
1.3000e+01 1.8000e-04
1.4000e+01 1.7900e-04
1.5000e+01 1.9100e-04
1.6000e+01 2.0500e-04
1.7000e+01 2.0100e-04
1.8000e+01 3.9600e-04
1.9000e+01 2.6500e-04
2.0000e+01 2.4400e-04
2.1000e+01 2.4900e-04
2.2000e+01 2.4200e-04
2.3000e+01 3.8100e-04
2.4000e+01 2.8200e-04
2.5000e+01 2.7700e-04
2.6000e+01 2.8800e-04
2.7000e+01 4.0500e-04
2.8000e+01 4.0500e-04
2.9000e+01 3.4700e-04
3.0000e+01 3.2200e-04
3.1000e+01 4.8600e-04
3.2000e+01 6.8400e-04
3.3000e+01 8.3300e-04
3.4000e+01 5.8700e-04
3.5000e+01 4.7200e-04
3.6000e+01 4.9000e-04
3.7000e+01 4.8500e-04
3.8000e+01 4.9900e-04
3.9000e+01 5.2200e-04
4.0000e+01 5.4000e-04
4.1000e+01 5.3800e-04
4.2000e+01 6.5100e-04
4.3000e+01 6.2000e-04
4.4000e+01 7.7700e-04
4.5000e+01 6.4700e-04
4.6000e+01 6.9500e-04
4.7000e+01 6.5400e-04
4.8000e+01 6.7200e-04
4.9000e+01 7.9700e-04
5.0000e+01 7.4000e-04
5.1000e+01 7.1900e-04
5.2000e+01 9.1200e-04
5.3000e+01 9.1100e-04
5.4000e+01 8.6100e-04
5.5000e+01 9.7800e-04
5.6000e+01 8.6800e-04
5.7000e+01 9.0200e-04
5.8000e+01 9.1400e-04
5.9000e+01 9.1400e-04
6.0000e+01 1.3540e-03
6.1000e+01 1.0440e-03
6.2000e+01 1.0300e-03
6.3000e+01 1.0380e-03
6.4000e+01 1.7560e-03
6.5000e+01 1.2490e-03
6.6000e+01 1.7600e-03
6.7000e+01 2.0360e-03
6.8000e+01 1.2960e-03
6.9000e+01 1.6980e-03
7.0000e+01 1.7080e-03
7.1000e+01 1.8020e-03
7.2000e+01 1.8190e-03
7.3000e+01 1.8680e-03
7.4000e+01 2.4670e-03
7.5000e+01 2.1450e-03
7.6000e+01 2.7540e-03
7.7000e+01 1.9880e-03
7.8000e+01 2.9340e-03
7.9000e+01 2.8000e-03
8.0000e+01 1.9340e-03
8.1000e+01 2.0420e-03
8.2000e+01 2.1950e-03
8.3000e+01 2.5270e-03
8.4000e+01 2.6280e-03
8.5000e+01 2.8930e-03
8.6000e+01 3.4960e-03
8.7000e+01 3.0240e-03
8.8000e+01 3.6630e-03
8.9000e+01 3.7970e-03
9.0000e+01 3.2510e-03
9.1000e+01 3.9950e-03
9.2000e+01 3.2000e-03
9.3000e+01 4.0380e-03
9.4000e+01 3.9850e-03
9.5000e+01 3.9830e-03
9.6000e+01 4.3410e-03
9.7000e+01 4.6470e-03
9.8000e+01 4.5930e-03
9.9000e+01 4.4940e-03
1.0000e+02 4.5390e-03
1.0100e+02 4.5390e-03
