3.0000e+00 1.5396e-02 2.8337e-02 3.1528e-02 6.5563e-02 1.3936e-01 1.5435e-01 7.0280e-03 4.5400e-04
3.0000e+00 1.5396e-02 2.8337e-02 3.1528e-02 6.5563e-02 1.3936e-01 1.5435e-01 7.0280e-03 4.5400e-04
4.0000e+00 1.6210e-02 2.7917e-02 3.2337e-02 6.7642e-02 1.4316e-01 1.4174e-01 6.5780e-03 4.6500e-04
5.0000e+00 1.8540e-02 2.5004e-02 2.6819e-02 6.3477e-02 1.5241e-01 1.4261e-01 7.6680e-03 4.8000e-04
6.0000e+00 1.8625e-02 3.3088e-02 2.6467e-02 6.2726e-02 1.4367e-01 1.3248e-01 6.9820e-03 5.3800e-04
7.0000e+00 1.9331e-02 2.7662e-02 2.7056e-02 6.1286e-02 1.4665e-01 1.4640e-01 9.8590e-03 5.4100e-04
8.0000e+00 1.9412e-02 2.9807e-02 2.6755e-02 6.4488e-02 1.6027e-01 1.4778e-01 7.3100e-03 5.5700e-04
9.0000e+00 1.8745e-02 3.6588e-02 2.3294e-02 6.1597e-02 1.4757e-01 1.4922e-01 9.1740e-03 6.2900e-04
1.0000e+01 1.8008e-02 3.1499e-02 2.9529e-02 6.7673e-02 1.5235e-01 1.4905e-01 7.1310e-03 5.4300e-04
1.1000e+01 1.8530e-02 3.0143e-02 2.3212e-02 6.5215e-02 1.5177e-01 1.5193e-01 9.4920e-03 7.7300e-04
1.2000e+01 1.8308e-02 3.3961e-02 2.3733e-02 6.4994e-02 1.5107e-01 1.5130e-01 8.7590e-03 5.7300e-04
1.3000e+01 2.2184e-02 3.1299e-02 2.8464e-02 7.0304e-02 1.9560e-01 2.0999e-01 7.7920e-03 5.5600e-04
1.4000e+01 1.8381e-02 3.1684e-02 3.9464e-02 8.9595e-02 1.5598e-01 1.6142e-01 1.0659e-02 6.1600e-04
1.5000e+01 2.2475e-02 3.8553e-02 2.9462e-02 7.1157e-02 1.7389e-01 2.1427e-01 1.1453e-02 6.0500e-04
1.6000e+01 2.2080e-02 3.5760e-02 2.8826e-02 7.4719e-02 1.8476e-01 1.7707e-01 1.0482e-02 6.0100e-04
1.7000e+01 1.9020e-02 3.2516e-02 3.1906e-02 7.7907e-02 1.8472e-01 1.8504e-01 1.1335e-02 6.0100e-04
1.8000e+01 2.4486e-02 3.6910e-02 3.1874e-02 8.0246e-02 1.9484e-01 1.8342e-01 1.1901e-02 5.6400e-04
1.9000e+01 2.8003e-02 4.1529e-02 2.8252e-02 7.8508e-02 1.9815e-01 2.0034e-01 1.4052e-02 5.6800e-04
2.0000e+01 2.2757e-02 4.1609e-02 2.8055e-02 7.7103e-02 1.7711e-01 1.7639e-01 1.2454e-02 5.6500e-04
2.1000e+01 2.6246e-02 4.0321e-02 2.7700e-02 8.0523e-02 1.7398e-01 1.9161e-01 1.0193e-02 6.1000e-04
2.2000e+01 2.3760e-02 4.2233e-02 3.5154e-02 8.5853e-02 1.8667e-01 1.8628e-01 1.1555e-02 5.7300e-04
2.3000e+01 2.4847e-02 4.5072e-02 2.5560e-02 8.0790e-02 2.2004e-01 1.9019e-01 1.2735e-02 5.7100e-04
2.4000e+01 2.4667e-02 4.4464e-02 2.7739e-02 7.6405e-02 1.8807e-01 1.8212e-01 1.1983e-02 5.7700e-04
2.5000e+01 2.8441e-02 4.1370e-02 3.1789e-02 8.0178e-02 2.0115e-01 2.0097e-01 1.1382e-02 5.6900e-04
2.6000e+01 2.7612e-02 4.0325e-02 2.9610e-02 8.0749e-02 2.1078e-01 2.0252e-01 1.1986e-02 5.7900e-04
2.7000e+01 3.2254e-02 4.7741e-02 3.0088e-02 8.5002e-02 2.1970e-01 2.1217e-01 1.3004e-02 5.7800e-04
2.8000e+01 2.4524e-02 4.2774e-02 3.3920e-02 8.7385e-02 2.3025e-01 2.1045e-01 1.4089e-02 1.0980e-03
