2.0000e+00 1.2030e-03
3.0000e+00 1.6200e-03
4.0000e+00 1.6140e-03
5.0000e+00 1.9570e-03
6.0000e+00 2.3210e-03
7.0000e+00 1.9460e-03
8.0000e+00 2.2270e-03
9.0000e+00 2.2500e-03
1.0000e+01 2.1530e-03
1.1000e+01 1.9220e-03
1.2000e+01 2.1800e-03
1.3000e+01 2.0250e-03
1.4000e+01 2.1390e-03
1.5000e+01 2.2240e-03
1.6000e+01 2.3490e-03
1.7000e+01 2.5190e-03
1.8000e+01 2.3830e-03
1.9000e+01 2.1830e-03
2.0000e+01 2.3850e-03
2.1000e+01 2.5460e-03
2.2000e+01 2.5500e-03
2.3000e+01 2.6010e-03
2.4000e+01 3.0060e-03
2.5000e+01 3.1710e-03
2.6000e+01 2.9360e-03
2.7000e+01 2.8570e-03
2.8000e+01 3.0900e-03
2.9000e+01 3.5690e-03
3.0000e+01 3.2950e-03
3.1000e+01 3.3090e-03
3.2000e+01 3.0780e-03
3.3000e+01 3.5020e-03
3.4000e+01 3.5210e-03
3.5000e+01 3.7320e-03
3.6000e+01 4.3390e-03
3.7000e+01 4.1060e-03
3.8000e+01 4.9020e-03
3.9000e+01 4.1990e-03
4.0000e+01 4.5850e-03
4.1000e+01 4.3410e-03
4.2000e+01 5.3670e-03
4.3000e+01 5.3140e-03
4.4000e+01 4.6790e-03
4.5000e+01 5.1940e-03
4.6000e+01 5.6890e-03
4.7000e+01 5.3270e-03
4.8000e+01 5.5170e-03
4.9000e+01 6.1160e-03
5.0000e+01 7.0200e-03
5.1000e+01 6.6800e-03
5.2000e+01 6.6550e-03
5.3000e+01 6.7250e-03
5.4000e+01 6.7360e-03
5.5000e+01 7.1460e-03
5.6000e+01 6.8750e-03
5.7000e+01 7.2130e-03
5.8000e+01 6.8470e-03
5.9000e+01 6.9670e-03
6.0000e+01 7.0050e-03
6.1000e+01 7.8890e-03
6.2000e+01 8.6230e-03
6.3000e+01 7.4360e-03
6.4000e+01 8.5400e-03
6.5000e+01 8.6270e-03
6.6000e+01 9.6000e-03
6.7000e+01 9.3760e-03
6.8000e+01 9.7800e-03
6.9000e+01 1.0232e-02
7.0000e+01 1.0779e-02
7.1000e+01 1.0949e-02
7.2000e+01 1.0613e-02
7.3000e+01 1.1557e-02
7.4000e+01 1.1579e-02
7.5000e+01 1.1896e-02
7.6000e+01 1.1864e-02
7.7000e+01 1.2513e-02
7.8000e+01 1.2407e-02
7.9000e+01 1.2933e-02
8.0000e+01 1.2470e-02
8.1000e+01 1.3556e-02
8.2000e+01 1.3433e-02
8.3000e+01 1.5103e-02
8.4000e+01 1.3489e-02
8.5000e+01 1.4758e-02
8.6000e+01 1.5541e-02
8.7000e+01 1.4982e-02
8.8000e+01 1.6099e-02
8.9000e+01 1.7457e-02
9.0000e+01 1.7295e-02
9.1000e+01 1.8556e-02
9.2000e+01 1.7785e-02
9.3000e+01 1.8979e-02
9.4000e+01 1.8859e-02
9.5000e+01 1.7984e-02
9.6000e+01 1.9454e-02
9.7000e+01 2.1515e-02
9.8000e+01 2.0810e-02
9.9000e+01 2.2956e-02
1.0000e+02 2.4121e-02
1.0100e+02 2.2969e-02
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
0.0000e+00 0.0000e+00
